"","Speaker","DRESS_F1","DRESS_F2","KIT_F1","KIT_F2","THOUGHT_F1","THOUGHT_F2","STRUT_F1","STRUT_F2","NURSE_F1","NURSE_F2","LOT_F1","LOT_F2","FLEECE_F1","FLEECE_F2","GOOSE_F1","GOOSE_F2","TRAP_F1","TRAP_F2","START_F1","START_F2"
"1","LIV_ArchiveF02",-0.182365617547001,0.217232767726637,-0.0918399613867646,0.0488129761136701,-0.0416552021693503,-0.00387806650941652,0.264676077198166,0.184280937017404,0.182760186769282,-0.131728400047602,-0.061086984632436,0.0874002535097316,-0.0547513333893268,0.0212491763945084,0.0610465448958853,-0.405723040715341,0.261673867902395,0.0912366645375427,-0.22464060490262,-0.0257730031648594
"2","LIV_ArchiveF03",0.0589044575874124,-0.0404697210631057,0.0403794689120979,-0.00846146600085102,-0.121962545711205,-0.0798812226299816,0.214562200494154,0.35049138808248,-0.2029916644067,0.405493159748765,0.00891116604541535,-0.0871835639347579,-0.0802528622504889,-0.200067631322271,0.101534134477343,-0.147383546304473,-0.109983580810786,-0.0761165381207325,0.0218085309953815,-0.1370722938325
"3","LIV_ArchiveF05",-0.252985205378812,-0.0737718273164209,-0.0105601579751649,-0.0547499979311111,0.10431571009049,0.0885988158249979,-0.318241881469592,-0.472165060724827,-0.315064721690182,0.131517851902488,0.0616012808555585,0.076140579066903,0.171671986456548,0.0441471083992767,0.0858263649013754,-0.00262844558082787,-0.103263095689641,-0.104337417935522,0.315442058386871,0.312743643252888
"4","LIV_ArchiveF06",0.201658407875838,0.190054161817587,-0.0375329815215365,0.0865636407732494,-0.229103610170951,-0.215100783501492,-0.238409531389365,0.3693970295986,0.296661513321721,-0.335098327576713,-0.305196391930742,-0.2599484972721,0.1231939491787,-0.198840114148233,0.143331662034952,0.673972424584319,0.1643040551828,0.0907808111724447,0.0177440152864449,-0.248511168027601
"5","LIV_ArchiveF07",0.322642940769642,-0.0858392932383942,-0.0694703741854585,0.0585762461856495,0.0273002981271621,0.0872085086278309,-0.0842308901748727,0.0638077678019079,0.167297166308699,0.185675111575618,0.277467848060041,0.137176935661559,-0.0430119208596075,0.0629299020660361,-0.09037102594674,-0.516740090171651,-0.365546972699184,0.0446012756731448,-0.0418744258481785,0.0666827301681589
"6","LIV_ArchiveM04",0.0840401020293489,0.0330928982337066,0.0542132471624231,0.0653071080511823,0.000483306386221353,0.00985901432681991,0.0160921298000677,-0.114270635172961,0.230865373830906,0.0361141927384766,-0.0955744634593901,0.0248372431391076,-0.124452693473247,0.0959195609070695,-0.0718696292765725,-0.430532351727079,-0.00760018079232874,0.0350315232990958,-0.00825830993558841,0.277422344682422
"7","LIV_ArchiveM06",-0.10087678354455,0.0618251124961094,-0.172710802775348,-0.0854155051498582,0.0159665435586476,-0.169487698874141,-0.231681576164106,0.213175594756507,-0.289644891831497,0.262781178834043,0.200038096129245,0.00466772150302179,0.22118057086897,-0.216669082272373,0.214295985099617,-0.125734449558317,-0.306161064497807,0.0213517996786114,0.300432122946352,-0.196226849621529
"8","LIV_ArchiveM07",0.0563905864635338,-0.154229062289265,-0.0397476045740597,-0.0311061470384106,0.168076202226881,-0.13390496781762,0.156286066565239,0.163358960450028,-0.00385033632817482,-0.057684738046448,0.086768030177283,-0.0871994539482577,-0.055882488923165,-0.123244347656211,-0.13286062776322,0.394763711159611,-0.0808633106398029,0.0827275809433527,-0.118731003094532,-0.0272366812306145
"9","LIV_ArchiveM10",-0.0599316323307559,-0.0187160852396712,0.0850093169108562,-0.00790169587206794,-0.176647683722199,0.0800993974852042,-0.245698180674279,-0.110365945231025,-0.181613600080862,0.0673705831720668,0.00646894490389718,0.161774111010549,0.0948635626841016,0.0783579674707624,0.0948509996227835,-0.10882095990673,0.0328682854739295,-0.0428269420154783,0.12706648530046,0.0371663446459747
"10","LIV_ArchiveM14",-0.104084027949545,0.274312841103127,0.0354880703974009,0.0363323999566489,0.133706964717594,0.112529652650258,0.146433558020084,-0.159840316372211,0.00577446184409705,-0.0350586291142343,-0.00169278515746712,-0.0934433927692668,-0.0613952462103805,-0.034026018236216,-0.0139410405986203,-0.019780028782293,0.0559920452843749,-0.149523933572617,-0.00763367595852446,0.00591914169448424
"11","LIV_ArchiveM16",-0.0749078111533123,0.0171508568955674,0.00841183497615149,0.0827482117591487,-0.0355334605493666,-0.00860626621417917,-0.00445002295576038,0.0299051473805976,0.0602351515564734,-0.0671971747021645,-0.18127954689956,0.0416122419523016,0.00604700987432524,0.171193184495007,-0.00817717122484184,-0.1403428087579,0.0807233436426851,-0.000622197557814593,0.150256998699876,0.0352662563248049
"12","LIV_OlderF01",0.044243977763169,0.03404527251634,0.0607122160296877,-0.00167436450407627,-0.042390170470729,0.0325613027444893,0.17265046768955,0.022877332205408,0.523812578634647,-0.363061266612107,-0.107248252585685,-0.0163378607089273,-0.0656997336359924,-0.034033198926621,-0.268938536169603,0.267857909460349,-0.0544531919324295,0.0194104519615506,-0.268879952339154,-0.123073110670338
"13","LIV_OlderF02",-0.0969200867105132,-0.072593975105316,-0.00202944398771261,0.0507353112362981,-0.16579046956781,-0.129369652252769,-0.0618835629508285,0.159912107392794,0.343351688510998,-0.343926494382329,-0.0998939479424126,-0.0901781983945513,0.0324917064939423,0.0143206059096347,-0.0651686080299081,0.384233248661001,-0.0472710809938745,-0.0362127368213335,-0.0139599602735016,0.00327717979725907
"14","LIV_OlderF03",-0.0205596924139871,-0.0776803543026797,0.0864159646070429,-0.11509903435423,0.188560921951657,0.00447060962405026,0.164386359623525,-0.276215591817078,-0.42206182519786,0.0818323999316343,0.153997955836268,0.080509225814591,-0.111686269761091,0.0162700552878356,-0.0357993876792714,0.136640875006498,-0.00857033116069453,-0.156420515952893,-0.0415275873388106,-0.0427184344398248
"15","LIV_OlderF04",-0.0129164117345725,-0.1014401321056,0.0621174817684114,-0.0828489241536828,0.15426990357532,0.0549143010237261,-0.0111070904182876,-0.301849410125012,-0.311152402253318,0.164841528243576,-0.0805312551604717,0.0811655984635101,0.0954214842293829,0.16956050674799,-0.102602575026108,-0.236134010354925,0.236876904453519,0.0262695283157104,-0.017148608902193,0.0720769166633647
"16","LIV_OlderF05",0.0745665429123123,-0.114806850816422,0.0397061563695558,-0.0668816612746906,0.0670048818497453,0.0641260747035526,0.133722032660498,0.0206368782824513,-0.0429087872765051,-0.111243017999923,0.0160560576321449,-0.0738468197953411,-0.119549368790797,0.178820348159157,-0.0813940514629886,0.238476806594187,0.0942196671075328,0.126383850930711,-0.0276595537413849,0.00169182189697918
"17","LIV_OlderF06",-0.218581157941027,-0.0162620013090812,0.0217719951658246,0.048371023740584,0.141153813379273,0.157734228111532,-0.139371313045435,-0.251790710061437,-0.137077432267904,0.106320049970976,0.0798607119689667,0.0204375821540126,-0.0381301751103688,0.115383329141022,0.0675528703297799,-0.0870170411500081,0.0769022264748813,0.00445951785164315,0.222860301114136,0.103541391351072
"18","LIV_OlderM02",-0.021362270895239,-0.20453013540106,0.0363305337819948,-0.130731771203721,0.276063969815622,0.148162056733289,0.202191345347014,-0.0495954458991401,0.129178986868492,-0.179634232463623,0.0728180617450103,-0.0572780339180772,-0.157782649429493,0.0511328291497738,-0.108301217611834,0.231360289675635,-0.125065729578284,-0.14303247642599,-0.196035432871298,-0.0299385667977363
"19","LIV_OlderM03",0.104291773543867,-0.0208928822088906,0.0146231752304311,-0.0781313645782039,-0.0115222452305026,0.018076612135996,-0.0304746027298268,0.0514301642824712,-0.0137035520521742,0.193802085593782,-0.0219316683461288,0.00579390697079714,-0.0252403290892147,0.0137214555959508,0.020273547277478,-0.104812896736486,0.172699809702669,-0.0591823193830636,-0.112186051395534,-0.104940023999285
"20","LIV_OlderM04",0.0598540457920295,0.0771142873995311,-0.0318702357062066,0.0592658293054149,-0.228570601251352,-0.110487637829678,-0.0274688274000017,0.0247332524863349,0.0508145984538936,0.0110529031892163,0.00442666988520947,0.0134516128052339,0.0366327068292579,-0.0854923241041276,0.101197070705555,0.0537636456435802,0.254614584214766,0.124913243693046,-0.190036002679804,-0.136290002726081
"21","LIV_OlderM05",0.195342940200399,-0.0607082403114265,-0.0379720016483089,0.0555668730521365,-0.236306789346754,0.0633987299457162,0.0101100719880266,-0.0381465352148975,0.117724348158044,-0.167560802536669,-0.055797554047164,-0.0482415308852388,0.0717690201353304,0.00945680779317879,-0.0502067972931363,0.127857019305868,-0.0318342398122716,0.175004324037635,-0.0821517709813513,0.0784567389896233
"22","LIV_TeenF02",0.366848478350594,-0.138090973361339,0.114022709099014,0.0195352819129841,-0.0946844759361404,-0.0998815226705329,0.00741299515801825,0.46091263045058,0.088748779421883,0.355692221406448,-0.141494048438002,0.00816609664395505,0.0765685881420892,-0.212099241142335,-0.0245367424886746,-0.24537632397443,-0.423077543626569,-0.000742603948539669,0.146611326513995,-0.0241300052180912
"23","LIV_TeenF03",0.166236005541354,0.144032821313451,-0.149347312263582,-0.0703093048825218,-0.033457308069642,0.00327981560290566,-0.0702297069061917,-0.0389801051882902,0.013872057946618,0.174390660471185,0.129057112520768,0.0938577097045295,-0.0634219092464594,0.0721216056789304,0.233718166853483,-0.246337436222111,0.148734599780212,-0.0158977762213133,-0.359419401671613,0.0270739187900732
"24","LIV_TeenF04",-0.27258788749895,-0.0437959015538316,0.0491162573983479,0.0338861180537719,-0.00116553720548593,-0.0418833751783605,8.12591456837688e-05,-0.26853395238004,-0.24274435885351,-0.0366757367783655,-0.0629546970596335,-0.032147468400399,0.181578948387334,-0.0429689744253114,-0.0239777385953325,-0.145121096242488,-0.13389602032491,0.0998053315081402,0.349320118374422,0.146392577071838
"25","LIV_TeenF05",-0.16901350609497,0.0482106936481052,-0.111146822770814,0.0369405450936643,-0.104991038992755,0.0616622037615075,0.0241290595999116,-0.0462959382661264,-0.114640039356229,-0.0996215039753662,0.0741292331486433,0.0269704441497702,-0.0549452118265271,-0.0351898491601667,0.0986032280919665,0.095545809972281,0.274667312130045,-0.0929263162274598,-0.100779290846768,-0.092829982814229
"26","LIV_TeenF06",-0.00917124548113316,0.131175313150315,-0.00231519525906456,0.0166036099912358,0.152594829320251,0.0154387627180901,-0.0581464752145882,0.0235146977317734,0.172137260388439,-0.184408235878429,0.0573242116818245,-0.0521820166624852,-0.0494778780178993,0.0283963713412309,-0.0988243061854199,0.235733956437237,-0.0113168157934637,-0.0202935267231685,0.0221030351932054,-0.0393721808241989
"27","LIV_TeenM01",-0.13320831423101,0.0565148455408457,0.0334376946614881,0.11214539221618,0.0440193808931177,-0.0240007646167656,-0.106942744928445,0.0125717241905122,-0.0680375114160269,-0.115037955134912,-0.0268549083991427,0.0280602712951212,0.116431052626594,0.0128677416464508,-0.0454936854872627,-0.0417209314032651,-0.0194191420539341,-0.0899139472907341,0.0904021863702276,-0.127733604899824
"28","LIV_TeenM04",0.0719762650711759,0.055813997588644,-0.0050510472435675,0.0021858857155241,-0.0796416872474447,-0.0860548940714773,0.112854238664064,0.012344232968969,-0.125899325365632,-0.0232873687734394,0.00153162540683916,-0.0233621213632154,-0.0786020932120137,0.0886262870599696,0.0145786997563722,-0.278606340056604,-0.0114189647800267,0.0548414801414541,0.0635900847304934,0.133608905381104
"29","LIV_TeenM06",-0.304927392723589,-0.17255130703041,0.0330779207160016,-0.0778612303142448,0.151108912668989,0.0966273819030576,0.0684228387917914,0.0818944297038431,-0.145393449162968,0.072063962926373,-0.172703385462189,-0.0471455362795708,-0.0753821996840683,0.0905590740008493,0.0846544497246692,0.256979696433944,-0.0737150865810415,-0.0205454264853998,0.251559422233841,0.0589150313636073
"30","LIV_TeenM09",0.227402519727995,0.0558028732230439,-0.0132401018893027,-0.00240398589973937,-0.0212028129193612,0.00378938424364057,-0.0656742943240407,-0.117194628329114,0.233549745525435,0.00227599431755247,0.183782883523485,0.076472960487408,0.0318137770027258,-0.152403135850271,-0.0990005829311126,0.185626404710081,0.0591796504172929,0.0117772909379957,-0.268275053364482,-0.00438903380690678
